-1212.0578481618377,-10.016823451533526,-1204.041024710304
-58036.870170541406,69.58714998746109,-58108.45732052887
-471492.2810693149,-198.17839242226785,-471296.10267689265
-79366.75030928687,-81.28523086351714,-79287.46507842335
-543391.8278404216,-212.75593840165385,-543181.0719020199
-254028.9095201485,145.53821025490276,-254176.4477304034
-27083.884311900856,47.551231620503586,-27133.43554352136
-2907696.502323043,-492.20645193109027,-2907206.295871112
-362017.8056798633,-173.64862919380943,-361846.1570506695
-997103.896433523,-288.2154403961741,-996817.6809931268
-2764166.9788833293,-479.90355587758916,-2763689.075327452
-292354.6813661826,-156.0450352544974,-292200.6363309281
-1886919.2092629313,-396.4976577910161,-1886524.7116051402
-558738.9062883361,215.82337100418874,-558956.7296593403
-43545.67415592715,60.28263762861559,-43607.956793555764
-2186920.4962997716,-426.8582549712102,-2186495.6380448006
-205529.77041798295,130.91431190218952,-205662.68472988514
-524060.90063553286,-208.93658608324392,-523853.9640494496
-2084970.9499117918,416.87226482627125,-2085389.822176618
-849017.0978082737,-265.95004978355274,-848753.1477584902
-100048.37269557615,-91.26842474756745,-99959.10427082858
-211865.15035809815,-132.83270106197375,-211734.31765703618
-1544473.2613276546,-358.7148991456062,-1544116.546428509
-1126278.1902238491,-306.3187163053573,-1125973.8715075438
-1292478.931765081,-328.14539287387623,-1292152.786372207
-2367761.489894507,444.2416507886685,-2368207.7315452956
-865082.1411200837,268.5381225640424,-865352.6792426478
-1183149.7221458615,-313.95829922759833,-1182837.763846634
-652615.6539453443,-233.1638354801662,-652384.4901098642
-1698113.1087822302,376.2192764929697,-1698491.3280587231
-2978490.26456411,-498.16279984260393,-2977994.1017642673
-698.0443244370751,-7.5963149481013374,-692.4480094889739
-87273.5120079008,85.32332395651326,-87360.83533185732
-5234.296355465961,-20.847559401650813,-5215.44879606431
-2463727.6799831167,-453.0706907033027,-2463276.6092924136
-1160286.9992862933,-310.9096987856104,-1159978.0895875078
-7010.270805320669,24.215157034309073,-7036.485962354978
-988804.1339350328,-287.01322860140544,-988519.1207064313
-1492964.9026881007,-352.68189406248683,-1492614.2207940381
-380511.51662170544,-178.02983991028844,-380335.48678179516
-273802.7628162865,151.094853670897,-273955.8576699574
-156154.18252186853,114.11627797990684,-156270.29879984845
-1329350.6998550724,332.8770514903066,-1329685.5769065628
-136402.35163148577,106.65794609309819,-136511.00957757886
-446356.46290204494,192.90571285278588,-446551.3686148977
-74063.20658902229,78.60439501285066,-74143.81098403514
-29135.535844005048,49.317722952773124,-29186.85356695782
-2011753.9117824554,-409.4047006611952,-2011346.507081794
-418241.80436890165,186.73299506781723,-418430.5373639695
-142756.46547163712,-109.02959685133885,-142649.43587478576
-1217.7080727762855,-10.040201984983923,-1209.6678707913015
-1732774.0291133344,-379.95570722191997,-1732396.0734061124
-37821.57604250176,-56.100709541680544,-37767.47533296008
-830436.9209556812,-263.02343012324303,-830175.897525558
-217497.12217871656,134.67052161365598,-217633.7927003302
-1316936.203834044,331.31927239276274,-1317269.5231064367
-354790.5760265029,-171.90614442239513,-354620.66988208046
-427121.9146691205,188.70449101707004,-427312.6191601376
-45665.690925849805,61.73155762619581,-45729.422483476
-329020.9407784888,165.62723407614385,-329188.56801256497
-960410.6993900633,282.9451720389927,-960695.6445621023
-898149.4387797832,273.6215543919154,-898425.0603341751
-2848499.0188510097,-487.16987531521403,-2848013.8489756943
-451061.25116846035,-193.83614537006298,-450869.4150230903
-1327737.8397907263,-332.591747748269,-1327407.248042978
-582188.5612782004,-220.22154370362603,-581970.3397344968
-300023.4594821759,-158.0789308518912,-299867.380551324
-58999.395271256406,-70.07812137766842,-58931.317149878734
-1967281.069151628,-404.85369944505703,-1966878.215452183
-1974435.74062192,405.6726321035661,-1974843.4132540235
-483896.6195033455,-200.7689074939667,-483697.85059585155
-732529.0561021813,-247.02969227906968,-732284.0264099023
-2353004.5780398855,442.85526541837044,-2353449.433305304
-2184908.203289163,426.7451374871042,-2185336.94842665
-10542.04590576035,29.68407257876845,-10573.729978339117
-387613.3833624269,-179.68391215554777,-387435.6994502713
-11.74169576374501,1.112590298284033,-14.854286062029043
-10038.193898220028,28.96716685184549,-10069.161065071874
